task,class,recall,precision,prevalence
Screening,Adventitious,0.9548074006672733,0.377141487959746,0.16741989539430255
Screening,Adventitious,0.9538974825599029,0.3790069896360569,0.16741989539430255
Screening,Adventitious,0.9538974825599029,0.38125833434355677,0.16741989539430255
Screening,Adventitious,0.9535941765241128,0.38341463414634147,0.16741989539430255
Screening,Adventitious,0.9529875644525326,0.385521472392638,0.16741989539430255
Screening,Adventitious,0.9523809523809523,0.3876064683372423,0.16741989539430255
Screening,Adventitious,0.9520776463451622,0.3898410332836562,0.16741989539430255
Screening,Adventitious,0.9508644222020018,0.39172810196176433,0.16741989539430255
Screening,Adventitious,0.9508644222020018,0.3941908713692946,0.16741989539430255
Screening,Adventitious,0.9505611161662118,0.3965080971659919,0.16741989539430255
Screening,Adventitious,0.9496511980588414,0.39859961807765754,0.16741989539430255
Screening,Adventitious,0.9493478920230513,0.40097361004355625,0.16741989539430255
Screening,Adventitious,0.9490445859872612,0.40342960288808666,0.16741989539430255
Screening,Adventitious,0.9490445859872612,0.40599455040871935,0.16741989539430255
Screening,Adventitious,0.9487412799514711,0.4084617393575346,0.16741989539430255
Screening,Adventitious,0.9478313618441007,0.4106978577999737,0.16741989539430255
Screening,Adventitious,0.9469214437367304,0.413017594919963,0.16741989539430255
Screening,Adventitious,0.9463148316651502,0.41544607190412786,0.16741989539430255
Screening,Adventitious,0.9457082195935699,0.4179064468569897,0.16741989539430255
Screening,Adventitious,0.9451016075219897,0.42039935240151105,0.16741989539430255
Screening,Adventitious,0.9451016075219897,0.4232545503939147,0.16741989539430255
Screening,Adventitious,0.9429784652714589,0.42513332421714756,0.16741989539430255
Screening,Adventitious,0.9426751592356688,0.42786343612334804,0.16741989539430255
Screening,Adventitious,0.9414619350925083,0.4302148302148302,0.16741989539430255
Screening,Adventitious,0.940552016985138,0.4327983251919051,0.16741989539430255
Screening,Adventitious,0.9399454049135578,0.4354974704890388,0.16741989539430255
Screening,Adventitious,0.9396420988777676,0.4383755483231923,0.16741989539430255
Screening,Adventitious,0.9390354868061874,0.44115132516386435,0.16741989539430255
Screening,Adventitious,0.9384288747346072,0.44402985074626866,0.16741989539430255
Screening,Adventitious,0.9372156505914467,0.44659632894927015,0.16741989539430255
Screening,Adventitious,0.9366090385198665,0.449490538573508,0.16741989539430255
Screening,Adventitious,0.9356991204124963,0.45227972438058933,0.16741989539430255
Screening,Adventitious,0.9347892023051259,0.45517648796337323,0.16741989539430255
Screening,Adventitious,0.9338792841977556,0.4580481999404939,0.16741989539430255
Screening,Adventitious,0.9326660600545951,0.4608122283830361,0.16741989539430255
Screening,Adventitious,0.9314528359114347,0.4636171497584541,0.16741989539430255
Screening,Adventitious,0.9308462238398544,0.4668390629753575,0.16741989539430255
